contestant_name,age,hometown,profession,industry,num_season,finish,winner,gender,black,asian,latinx,poc,jewish,muslim,lgbt,num_appearance,state,country,region,birthdate,astrological_sign,num_boot,initial-tribe,tribe_color
Cydney Gillon,23,"Douglasville,  GA",Bodybuilder,"Sports, Fitness, Recreation",32,4,0,F,1,0,0,1,0,0,0,1,Georgia,US,South,9/14/92,Virgo,15,To Tang,Red
Tai Trang,51,"San Francisco,  CA",Gardener,Agriculture and Environment,32,3,0,M,0,1,0,1,0,0,1,1,California,US,West,3/23/64,Aries,16,Gondol,Yellow
Aubry Bracco,29,"Cambridge,  MA",Social Media Marketer,"Advertising, Marketing, Sales",32,2,0,F,0,0,0,0,0,0,0,1,Massachusetts,US,Northeast,11/14/85,Scorpio,17,Chan Loh,Blue
Michele Fitzgerald,24,"Freehold,  NJ",Bartender,Food and Hospitality,32,1,1,F,0,0,0,0,0,0,0,1,New Jersey,US,Northeast,5/5/90,Taurus,18,Gondol,Yellow
Rachel Ako,37,"Los Angeles,  CA",Recruiting Director,"Business, Finance, Administrative",33,20,0,F,0,1,0,1,0,0,0,1,California,US,West,9/8/78,Virgo,1,Takali,Purple
Mari Takahashi,31,"Los Angeles,  CA",Gamer,"Sports, Fitness, Recreation",33,19,0,F,0,1,0,1,0,0,1,1,California,US,West,11/2/84,Scorpio,2,Vanua,Orange
Paul Wachter,52,"Sugarloaf Key,  FL",Boat Mechanic,Trades & Manufacturing,33,18,0,M,0,0,0,0,0,0,0,1,Florida,US,South,10/10/63,Libra,3,Takali,Purple
Lucy Huang,42,"Diamond Bar,  CA",Dietitian,Healthcare & Wellness,33,17,0,F,0,1,0,1,0,0,0,1,California,US,West,9/22/73,Virgo,4,Takali,Purple
CeCe Taylor,39,"Granada Hills,  CA",Insurance Adjuster,"Business, Finance, Administrative",33,16,0,F,1,0,0,1,0,0,0,1,California,US,West,3/2/77,Pisces,5,Takali,Purple
Figgy Figueroa,23,"Nashville,  TN",Bartender,Food and Hospitality,33,15,0,F,0,0,1,1,0,0,0,1,Tennessee,US,South,12/12/92,Sagittarius,6,Vanua,Orange
Michaela Bradshaw,25,"Fort Worth,  TX",Vacation Club Saleswoman,"Advertising, Marketing, Sales",33,14,0,F,1,0,0,1,0,0,0,1,Texas,US,South,12/1/90,Sagittarius,7,Vanua,Orange
Michelle Schubert,28,"Yakima,  WA",Missionary Recruiter,"Nonprofit, Social, Religious",33,13,0,F,0,0,0,0,0,0,0,1,Washington,US,West,3/11/88,Pisces,8,Vanua,Orange
Taylor Stocker,24,"Post Falls,  ID",Snowboard Instructor,"Sports, Fitness, Recreation",33,12,0,M,0,0,0,0,0,0,0,1,Idaho,US,West,11/20/91,Scorpio,9,Vanua,Orange
Chris Hammons,38,"Moore,  OK",Trial Attorney,"Law, Public Safety, Military",33,11,0,M,0,0,0,0,0,0,0,1,Oklahoma,US,South,4/1/78,Aries,10,Takali,Purple
Jessica Lewis,37,"Voorheesville,  NY",Assistant District Attorney,"Law, Public Safety, Military",33,10,0,F,0,0,0,0,0,0,0,1,New York,US,Northeast,2/24/79,Pisces,11,Takali,Purple
Zeke Smith,28,"Brooklyn,  NY",Asset Manager,"Business, Finance, Administrative",33,9,0,M,0,0,0,0,1,0,1,1,New York,US,Northeast,1/25/88,Aquarius,12,Vanua,Orange
Will Wahl,18,"Long Valley,  NJ",High School Student,Education,33,8,0,M,0,0,0,0,0,0,0,1,New Jersey,US,Northeast,8/12/97,Leo,13,Vanua,Orange
Sunday Burquest,45,"Otsego,  MN",Youth Pastor,"Nonprofit, Social, Religious",33,7,0,F,0,0,0,0,0,0,0,1,Minnesota,US,Midwest,2/6/71,Aquarius,14,Takali,Purple
Jay Starrett,27,"Fort Lauderdale,  FL",Real Estate Agent,Real Estate & Construction,33,6,0,M,0,0,1,1,0,0,0,1,Florida,US,South,6/3/89,Gemini,15,Vanua,Orange
Bret LaBelle,42,"Dedham,  MA",Police Sergeant,"Law, Public Safety, Military",33,5,0,M,0,0,0,0,0,0,1,1,Massachusetts,US,Northeast,8/20/73,Leo,16,Takali,Purple
David Wright,42,"Sherman Oaks,  CA",Television Writer,"Arts, Media, Entertainment",33,4,0,M,0,0,0,0,0,0,0,1,California,US,West,2/6/74,Aquarius,17,Takali,Purple
Hannah Shapiro,24,"West Hollywood,  CA",Barista,Food and Hospitality,33,2,0,F,0,0,0,0,1,0,1,1,California,US,West,2/24/92,Pisces,19,Takali,Purple
Ken McNickle,33,"Denver,  CO",Model,"Arts, Media, Entertainment",33,2,0,M,0,0,0,0,0,0,0,1,Colorado,US,West,9/20/82,Virgo,19,Takali,Purple
Adam Klein,25,"San Francisco,  CA",Homeless Shelter Manager,"Nonprofit, Social, Religious",33,1,1,M,0,0,0,0,1,0,0,1,California,US,West,1/15/91,Capricorn,20,Vanua,Orange
Ciera Eastin,27,"Salem,  OR",Cosmetology Student,Education,34,20,0,F,0,0,0,0,0,0,0,3,Oregon,US,West,3/5/89,Pisces,1,Mana,Brown
Tony Vlachos,42,"Jersey City,  NJ",Police Officer,"Law, Public Safety, Military",34,19,0,M,0,0,0,0,0,0,0,2,New Jersey,US,Northeast,9/10/73,Virgo,2,Mana,Brown
Caleb Reynolds,28,"Hopkinsville,  KY",Army Veteran,"Law, Public Safety, Military",34,18,0,M,0,0,0,0,0,0,0,2,Kentucky,US,Midwest,11/27/87,Sagittarius,3,Mana,Brown
Malcolm Freberg,29,"Hermosa Beach,  CA",Bartender,Food and Hospitality,34,17,0,M,0,0,0,0,0,0,0,3,California,US,West,5/7/87,Taurus,4,Mana,Brown
J.T. Thomas,31,"Mobile,  AL",Cattle Rancher,Agriculture and Environment,34,16,0,M,0,0,0,0,0,0,0,3,Alabama,US,South,6/23/84,Cancer,5,Nuku,Blue
Sandra Diaz-Twine,42,"Fayetteville,  NC",Office Assistant,"Business, Finance, Administrative",34,15,0,F,0,0,1,1,0,0,0,3,North Carolina,US,South,7/30/74,Leo,6,Mana,Brown
Jeff Varner,50,"High Point,  NC",Internet Project Manager,"Science, Technology, Engineering, Energy",34,14,0,M,0,0,0,0,0,0,1,3,North Carolina,US,South,4/16/66,Aries,7,Mana,Brown
Hali Ford,26,"Knoxville,  TN",Law Student,Education,34,13,0,F,0,0,0,0,0,0,0,2,Tennessee,US,South,7/20/89,Cancer,8,Mana,Brown
Ozzy Lusth,34,"Venice,  CA",Photographer,"Arts, Media, Entertainment",34,12,0,M,0,0,1,1,0,0,1,4,California,US,West,8/23/81,Virgo,9,Nuku,Blue
Debbie Wanner,51,"Reading,  PA",Chemist,"Science, Technology, Engineering, Energy",34,11,0,F,0,0,0,0,0,0,0,2,Pennsylvania,US,Northeast,11/21/65,Scorpio,10,Nuku,Blue
Zeke Smith,28,"Brooklyn,  NY",Asset Manager,"Business, Finance, Administrative",34,10,0,M,0,0,0,0,1,0,1,2,New York,US,Northeast,1/25/88,Aquarius,11,Nuku,Blue
Sierra Dawn Thomas,29,"Roy,  UT",Barrel Racer,"Sports, Fitness, Recreation",34,9,0,F,0,0,0,0,0,0,0,2,Utah,US,West,12/18/86,Sagittarius,12,Nuku,Blue
Andrea Boehlke,27,"New York,  NY",Entertainment Host/Writer,"Arts, Media, Entertainment",34,8,0,F,0,0,0,0,0,0,0,3,New York,US,Northeast,5/10/89,Taurus,13,Nuku,Blue
Michaela Bradshaw,25,"Fort Worth,  TX",Vacation Club Sales,"Advertising, Marketing, Sales",34,7,0,F,1,0,0,1,0,0,0,2,Texas,US,South,12/1/90,Sagittarius,14,Mana,Brown
Cirie Fields,45,"Norwalk,  CT",Nurse,Healthcare & Wellness,34,6,0,F,1,0,0,1,0,0,0,4,Connecticut,US,Northeast,7/18/70,Cancer,15,Nuku,Blue
Aubry Bracco,30,"Cambridge,  MA",Social Media Marketer,"Advertising, Marketing, Sales",34,5,0,F,0,0,0,0,0,0,0,2,Massachusetts,US,Northeast,11/14/85,Scorpio,16,Mana,Brown
Tai Trang,52,"San Francisco,  CA",Gardener,Agriculture and Environment,34,4,0,M,0,1,0,1,0,0,1,2,California,US,West,3/23/64,Aries,17,Nuku,Blue
Troyzan Robertson,54,"Miami,  FL",Swimsuit Photographer,"Arts, Media, Entertainment",34,3,0,M,0,0,0,0,0,0,0,2,Florida,US,South,7/30/61,Leo,18,Mana,Brown
Brad Culpepper,47,"Tampa,  FL",Attorney/Former NFL Player,"Law, Public Safety, Military",34,2,0,M,0,0,0,0,0,0,0,2,Florida,US,South,5/8/69,Taurus,19,Nuku,Blue
Sarah Lacina,32,"Marion,  IA",Police Officer,"Law, Public Safety, Military",34,1,1,F,0,0,0,0,0,0,0,2,Iowa,US,Midwest,7/9/84,Cancer,20,Nuku,Blue
Katrina Radke,46,"Excelsior,  MN",Olympian,"Sports, Fitness, Recreation",35,18,0,F,0,0,0,0,0,0,0,1,Minnesota,US,Midwest,12/17/70,Sagittarius,1,Levu,Blue
Simone Nguyen,25,"New York,  NY",Diversity Advocate,"Nonprofit, Social, Religious",35,17,0,F,0,1,0,1,0,0,1,1,New York,US,Northeast,5/31/91,Gemini,2,Yawa,Red
Patrick Bolton,24,"Auburn,  AL",Small Business Owner,"Business, Finance, Administrative",35,16,0,M,0,0,0,0,0,0,0,1,Alabama,US,South,3/6/92,Pisces,3,Yawa,Red
Alan Ball,31,"Houston,  TX",NFL Player,"Sports, Fitness, Recreation",35,15,0,M,1,0,0,1,0,0,0,1,Texas,US,South,3/29/85,Aries,4,Levu,Blue
Roark Luskin,27,"Santa Monica,  CA",Social Worker,"Nonprofit, Social, Religious",35,14,0,F,0,0,0,0,0,0,0,1,California,US,West,11/30/89,Sagittarius,5,Soko,Yellow
Ali Elliott,24,"Los Angeles,  CA",Celebrity Assistant,"Arts, Media, Entertainment",35,13,0,F,1,0,0,1,0,0,0,1,California,US,West,11/13/92,Scorpio,6,Yawa,Red
Jessica Johnston,29,"Louisville,  KY",Nurse Practitioner,Healthcare & Wellness,35,12,0,F,0,0,0,0,0,0,0,1,Kentucky,US,Midwest,4/5/87,Aries,7,Soko,Yellow
Desi Williams,27,"Newport News,  VA",Physical Therapist,Healthcare & Wellness,35,11,0,F,1,0,0,1,0,0,0,1,Virginia,US,South,6/14/89,Gemini,8,Soko,Yellow
Cole Medders,24,"Little Rock,  AR",Wilderness Therapy Guide,"Sports, Fitness, Recreation",35,10,0,M,0,0,0,0,0,0,0,1,Arkansas,US,South,9/18/92,Virgo,9,Soko,Yellow
JP Hilsabeck,28,"Los Angeles,  CA",Firefighter,"Law, Public Safety, Military",35,9,0,M,0,0,0,0,0,0,0,1,California,US,West,6/22/88,Cancer,10,Levu,Blue
Joe Mena,34,"Tolland,  CT",Probation Officer,"Law, Public Safety, Military",35,8,0,M,0,0,1,1,0,0,0,1,Connecticut,US,Northeast,3/15/83,Pisces,11,Soko,Yellow
Lauren Rimmer,35,"Beaufort,  NC",Fisherwoman,Agriculture and Environment,35,7,0,F,0,0,0,0,0,0,1,1,North Carolina,US,South,3/6/82,Pisces,12,Yawa,Red
Ashley Nolan,26,"Satellite Beach,  FL",Lifeguard,"Sports, Fitness, Recreation",35,6,0,F,0,0,0,0,0,0,0,1,Florida,US,South,9/17/90,Virgo,13,Levu,Blue
Mike Zahalsky,43,"Parkland,  FL",Urologist,Healthcare & Wellness,35,5,0,M,0,0,0,0,1,0,0,1,Florida,US,South,9/11/73,Virgo,14,Soko,Yellow
Devon Pinto,24,"Solana Beach,  CA",Surf Instructor,"Sports, Fitness, Recreation",35,4,0,M,0,0,1,1,0,0,0,1,California,US,West,3/6/93,Pisces,15,Yawa,Red
Ryan Ulrich,23,"North Arlington,  NJ",Bellhop,Food and Hospitality,35,3,0,M,0,0,0,0,0,0,0,1,New Jersey,US,Northeast,9/8/93,Virgo,16,Yawa,Red
Chrissy Hofbeck,46,"Lebanon Township,  NJ",Actuary,"Business, Finance, Administrative",35,2,0,F,0,0,0,0,0,0,0,1,New Jersey,US,Northeast,3/9/71,Pisces,17,Levu,Blue
Ben Driebergen,34,"Boise,  ID",Marine,"Law, Public Safety, Military",35,1,1,M,0,0,0,0,0,0,0,1,Idaho,US,West,1/1/83,Capricorn,18,Levu,Blue
Stephanie Gonzalez,26,"Ocala,  FL",Graphic Saleswoman,"Advertising, Marketing, Sales",36,20,0,F,0,0,1,1,0,0,0,1,Florida,US,South,4/22/91,Taurus,1,Malolo,Orange
Jacob Derwin,22,"Merrick,  NY",Music Teacher,Education,36,19,0,M,0,0,0,0,1,0,0,1,New York,US,Northeast,6/1/95,Gemini,2,Malolo,Orange
Morgan Ricke,29,"Orlando,  FL",Marine Animal Trainer,Agriculture and Environment,36,18,0,F,0,0,0,0,0,0,0,1,Florida,US,South,8/6/87,Leo,3,Naviti,Purple
Brendan Shapiro,41,"Herndon,  VA",Physical Education Teacher,Education,36,17,0,M,0,0,0,0,0,0,0,1,Virginia,US,South,6/17/76,Gemini,4,Malolo,Orange
Stephanie Johnson,34,"Chicago,  IL",Yoga Instructor,"Sports, Fitness, Recreation",36,16,0,F,0,0,0,0,0,0,0,1,Illinois,US,Midwest,9/10/82,Virgo,5,Malolo,Orange
James Lim,24,"New York,  NY",Business Analyst,"Business, Finance, Administrative",36,15,0,M,0,1,0,1,0,0,0,1,New York,US,Northeast,3/17/93,Pisces,6,Malolo,Orange
Bradley Kleihege,26,"Los Angeles,  CA",Law Student,Education,36,14,0,M,0,0,0,0,0,0,0,1,California,US,West,9/14/90,Virgo,7,Naviti,Purple
Chris Noble,27,"Brooklyn,  NY",Male Model,"Arts, Media, Entertainment",36,13,0,M,0,0,0,0,0,0,0,1,New York,US,Northeast,12/4/89,Sagittarius,8,Naviti,Purple
Libby Vincek,24,"Nashville,  TN",Social Media Strategist,"Advertising, Marketing, Sales",36,12,0,F,0,0,0,0,0,0,0,1,Tennessee,US,South,8/24/92,Virgo,9,Malolo,Orange
Desiree Afuye,21,"Brooklyn,  NY",Student,Education,36,11,0,F,1,0,0,1,0,0,0,1,New York,US,Northeast,2/3/96,Aquarius,10,Naviti,Purple
Jenna Bowman,23,"Venice Beach,  CA",Advertising Account Executive,"Business, Finance, Administrative",36,10,0,F,0,0,0,0,0,0,0,1,California,US,West,11/10/93,Scorpio,11,Malolo,Orange
Michael Yerger,18,"Los Angeles,  CA",Real Estate Agent,Real Estate & Construction,36,9,0,M,0,0,0,0,0,0,0,1,California,US,West,7/20/98,Cancer,12,Malolo,Orange
Chelsea Townsend,24,"Los Angeles,  CA",EMT/Pro Cheerleader,Healthcare & Wellness,36,8,0,F,0,0,0,0,0,0,0,1,California,US,West,5/25/92,Gemini,13,Naviti,Purple
Kellyn Bechtold,31,"Denver,  CO",Career Counselor,Education,36,7,0,F,0,0,0,0,0,0,0,1,Colorado,US,West,11/20/86,Scorpio,14,Naviti,Purple
Sebastian Noel,22,"Melbourne,  FL",Fishing Guide,"Sports, Fitness, Recreation",36,6,0,M,0,0,0,0,0,0,0,1,Florida,US,South,7/20/94,Cancer,15,Naviti,Purple
Donathan Hurley,26,"Kimper,  KY",Caretaker,Childcare/Domestic,36,5,0,M,0,0,0,0,0,0,1,1,Kentucky,US,Midwest,7/19/91,Cancer,16,Malolo,Orange
Angela Perkins,42,"Cincinnati,  OH",Army Veteran,"Law, Public Safety, Military",36,4,0,F,0,0,0,0,0,0,0,1,Ohio,US,Midwest,11/2/74,Scorpio,17,Naviti,Purple
Laurel Johnson,29,"Minneapolis,  MN",Financial Consultant,"Business, Finance, Administrative",36,3,0,F,1,0,0,1,0,0,0,1,Minnesota,US,Midwest,2/29/88,Pisces,18,Malolo,Orange
Domenick Abbate,38,"Nesconset,  NY",Construction Supervisor,Real Estate & Construction,36,2,0,M,0,0,0,0,0,0,0,1,New York,US,Northeast,10/31/78,Scorpio,19,Naviti,Purple
Wendell Holland,33,"Philadelphia,  PA",Furniture Company Owner,"Business, Finance, Administrative",36,1,1,M,1,0,0,1,0,0,0,1,Pennsylvania,US,Northeast,3/8/84,Pisces,20,Naviti,Purple
Pat Cusack,41,"Cohoes,  NY",Maintenance Manager,Trades & Manufacturing,37,20,0,M,0,0,0,0,0,0,0,1,New York,US,Northeast,2/25/77,Pisces,1,David,Orange
Jessica Peet,19,"Lakeland,  FL",Waitress,Food and Hospitality,37,19,0,F,0,0,0,0,0,0,0,1,Florida,US,South,10/22/98,Libra,2,David,Orange
Jeremy Crawford,40,"Clover,  SC",Attorney,"Law, Public Safety, Military",37,18,0,M,1,0,0,1,0,0,1,1,South Carolina,US,South,4/26/78,Taurus,3,Goliath,Purple
Bi Nguyen,28,"Houston,  TX",Mixed Martial Arts Fighter,"Sports, Fitness, Recreation",37,17,0,F,0,1,0,1,0,0,0,1,Texas,US,South,10/30/89,Scorpio,4,David,Orange
Natalia Azoqa,25,"Irvine,  CA",Industrial Engineer,"Science, Technology, Engineering, Energy",37,16,0,F,0,1,0,1,0,1,0,1,California,US,West,4/2/92,Aries,5,Goliath,Purple
Natalie Cole,57,"Los Angeles,  CA",Publishing CEO,"Business, Finance, Administrative",37,15,0,F,1,0,0,1,0,0,0,1,California,US,West,2/26/61,Pisces,6,Goliath,Purple
Lyrsa Torres,36,"Boston,  MA",Airline Agent,Transportation & Logistics,37,14,0,F,0,0,1,1,0,0,1,1,Massachusetts,US,Northeast,9/12/81,Virgo,7,David,Orange
Elizabeth Olson,31,"Longview,  TX",Kitchen Staff Member,Food and Hospitality,37,13,0,F,0,0,0,0,0,0,0,1,Texas,US,South,1/22/87,Aquarius,8,David,Orange
John Hennigan,38,"Los Angeles,  CA",Professional Wrestler,"Sports, Fitness, Recreation",37,12,0,M,0,0,0,0,0,0,0,1,California,US,West,10/3/79,Libra,9,Goliath,Purple
Dan Rengering,27,"Lake Butler,  FL",S.W.A.T. Officer,"Law, Public Safety, Military",37,11,0,M,0,0,0,0,0,0,0,1,Florida,US,South,4/7/90,Aries,10,Goliath,Purple
Alec Merlino,24,"San Clemente,  CA",Bartender,Food and Hospitality,37,10,0,M,0,0,0,0,0,0,0,1,California,US,West,10/15/93,Libra,11,Goliath,Purple
Carl Boudreaux,41,"Beaumont,  TX",Truck Driver,Transportation & Logistics,37,9,0,M,1,0,0,1,0,0,0,1,Texas,US,South,10/29/76,Scorpio,12,David,Orange
Gabby Pascuzzi,25,"St. Augustine,  FL",Technical Writer,"Arts, Media, Entertainment",37,8,0,F,0,1,0,1,0,0,1,1,Florida,US,South,3/23/93,Aries,13,David,Orange
Christian Hubicki,32,"Tallahassee,  FL",Robotics Scientist,"Science, Technology, Engineering, Energy",37,7,0,M,0,0,0,0,0,0,0,1,Florida,US,South,12/6/85,Sagittarius,14,David,Orange
Davie Rickenbacker,30,"Orangeburg,  SC",Social Media Manager,"Advertising, Marketing, Sales",37,6,0,M,1,0,0,1,0,0,0,1,South Carolina,US,South,9/14/87,Virgo,15,David,Orange
Alison Raybould,28,"Chapel Hill,  NC",Physician,Healthcare & Wellness,37,5,0,F,0,0,0,0,0,0,0,1,North Carolina,US,South,7/12/89,Cancer,16,Goliath,Purple
Kara Kay,30,"San Diego,  CA",Realtor,Real Estate & Construction,37,4,0,F,0,0,0,0,0,0,0,1,California,US,West,11/20/87,Scorpio,17,Goliath,Purple
Angelina Keeley,28,"Sparks,  NV",Financial Consultant,"Business, Finance, Administrative",37,3,0,F,0,0,1,1,0,0,0,1,Nevada,US,West,7/6/89,Cancer,18,Goliath,Purple
Mike White,47,"Los Angeles,  CA",Filmmaker,"Arts, Media, Entertainment",37,2,0,M,0,0,0,0,0,0,1,1,California,US,West,6/28/70,Cancer,19,Goliath,Purple
Nick Wilson,27,"Williamsburg,  KY",Public Defender,"Law, Public Safety, Military",37,1,1,M,0,0,0,0,0,0,0,1,Kentucky,US,Midwest,6/11/90,Gemini,20,David,Orange
Reem Daly,46,"Ashburn,  VA",Sales Representative,"Advertising, Marketing, Sales",38,18,0,F,0,0,0,0,0,0,0,1,Virginia,US,South,7/8/71,Cancer,1,Manu,Blue
Keith Sowell,19,"Durham,  NC",Pre-Med Student,Education,38,17,0,M,1,0,0,1,0,0,0,1,North Carolina,US,South,7/16/98,Cancer,2,Manu,Blue
Aubry Bracco,32,"Los Angeles,  CA",Marketing Director,"Advertising, Marketing, Sales",38,16,0,F,0,0,0,0,0,0,0,3,California,US,West,11/14/85,Scorpio,3,Kama,Yellow
Wendy Diaz,25,"Bell,  CA",Small Business Owner,"Business, Finance, Administrative",38,15,0,F,0,0,1,1,0,0,0,1,California,US,West,9/26/92,Libra,4,Manu,Blue
Joe Anglim,29,"Ogden,  UT",Multimedia Artist,"Arts, Media, Entertainment",38,14,0,M,0,0,0,0,0,0,0,3,Utah,US,West,9/30/88,Libra,5,Kama,Yellow
Eric Hafemann,35,"Livermore,  CA",Firefighter,"Law, Public Safety, Military",38,13,0,M,0,0,0,0,0,0,0,1,California,US,West,4/13/83,Aries,6,Kama,Yellow
Julia Carter,25,"Bethesda,  MD",Medical Assistant,Healthcare & Wellness,38,12,0,F,1,0,0,1,0,0,0,1,Maryland,US,South,4/18/93,Aries,7,Kama,Yellow
David Wright,44,"Sherman Oaks,  CA",Television Writer,"Arts, Media, Entertainment",38,11,0,M,0,0,0,0,0,0,0,2,California,US,West,2/6/74,Aquarius,8,Manu,Blue
Kelley Wentworth,31,"Seattle,  WA",Marketing Manager,"Advertising, Marketing, Sales",38,10,0,F,0,0,0,0,0,0,0,3,Washington,US,West,6/7/86,Gemini,9,Manu,Blue
Wardog DaSilva,38,"Los Angeles,  CA",Law Student/Former Military,Education,38,9,0,M,0,0,0,0,0,0,0,1,California,US,West,3/31/80,Aries,10,Manu,Blue
Ron Clark,46,"Atlanta,  GA",Teacher,Education,38,8,0,M,0,0,0,0,0,0,1,1,Georgia,US,South,10/24/71,Scorpio,11,Kama,Yellow
Aurora McCreary,32,"Orlando,  FL",Divorce Attorney,"Law, Public Safety, Military",38,7,0,F,0,0,0,0,0,0,1,1,Florida,US,South,12/21/85,Sagittarius,12,Kama,Yellow
Victoria Baamonde,23,"Bronx,  NY",Waitress,Food and Hospitality,38,6,0,F,0,0,1,1,0,0,0,1,New York,US,Northeast,7/18/94,Cancer,13,Kama,Yellow
Lauren O'Connell,21,"Bakersfield,  CA",Student,Education,38,5,0,F,0,0,0,0,0,0,0,1,California,US,West,10/25/96,Scorpio,14,Manu,Blue
Rick Devens,33,"Blacksburg,  VA",Morning News Anchor,"Arts, Media, Entertainment",38,4,0,M,0,0,0,0,0,0,0,1,Virginia,US,South,4/5/84,Aries,15,Manu,Blue
Julie Rosenberg,46,"New York,  NY",Toymaker,Trades & Manufacturing,38,3,0,F,0,0,0,0,1,0,0,1,New York,US,Northeast,10/9/71,Libra,16,Kama,Yellow
Gavin Whitson,23,"Erwin,  TN",YMCA Program Director,"Nonprofit, Social, Religious",38,2,0,M,0,0,0,0,0,0,0,1,Tennessee,US,South,7/20/94,Cancer,17,Kama,Yellow
Chris Underwood,25,"Greenville,  SC",District Sales Manager,"Advertising, Marketing, Sales",38,1,1,M,0,0,1,1,0,0,0,1,South Carolina,US,South,10/6/92,Libra,18,Manu,Blue
Ronnie Bardah,35,"Henderson,  NV",Poker Player,"Sports, Fitness, Recreation",39,20,0,M,1,1,0,1,1,0,0,1,Nevada,US,West,8/29/82,Virgo,1,Lairo,Orange
Molly Byman,27,"Durham,  NC",Law Student,Education,39,19,0,F,0,0,0,0,0,0,0,1,North Carolina,US,South,10/5/90,Libra,2,Vokai,Purple
Vince Moua,27,"Palo Alto,  CA",Admissions Counselor,Education,39,18,0,M,0,1,0,1,0,0,1,1,California,US,West,4/9/91,Aries,3,Lairo,Orange
Chelsea Walker,26,"Los Angeles,  CA",Digital Content Creator,"Arts, Media, Entertainment",39,17,0,F,0,0,0,0,0,0,0,1,California,US,West,3/10/92,Pisces,4,Lairo,Orange
Tom Laidlaw,60,"Greenwich,  CT",Former NHL Player,"Sports, Fitness, Recreation",39,16,0,M,0,0,0,0,0,0,0,1,Connecticut,US,Northeast,4/15/58,Aries,5,Lairo,Orange
Jason Linden,32,"New York,  NY",Personal Injury Attorney,"Law, Public Safety, Military",39,15,0,M,0,0,0,0,1,0,0,1,New York,US,Northeast,8/4/86,Leo,6,Vokai,Purple
Jack Nichting,23,"Harrisonburg,  VA",Grad Student,Education,39,14,0,M,0,0,0,0,0,0,0,1,Virginia,US,South,6/5/95,Gemini,7,Vokai,Purple
Kellee Kim,29,"Philadelphia,  PA",MBA Student,Education,39,13,0,F,0,1,0,1,0,0,0,1,Pennsylvania,US,Northeast,10/17/89,Libra,8,Vokai,Purple
Jamal Shipman,33,"Providence,  RI",College Administrator,Education,39,12,0,M,1,0,1,1,0,0,0,1,Rhode Island,US,Northeast,5/9/85,Taurus,9,Vokai,Purple
Aaron Meredith,36,"Warwick,  RI",Gym Owner,"Sports, Fitness, Recreation",39,11,0,M,1,0,0,1,0,0,0,1,Rhode Island,US,Northeast,12/16/82,Sagittarius,10,Lairo,Orange
Missy Byrd,24,"Tacoma,  WA",Air Force Veteran,"Law, Public Safety, Military",39,10,0,F,1,0,0,1,0,0,1,1,Washington,US,West,7/1/94,Cancer,11,Lairo,Orange
Elizabeth Beisel,26,"Saunderstown,  RI",Olympic Medalist,"Sports, Fitness, Recreation",39,9,0,F,0,0,0,0,0,0,0,1,Rhode Island,US,Northeast,8/18/92,Leo,12,Lairo,Orange
Karishma Patel,37,"Houston,  TX",Personal Injury Attorney,"Law, Public Safety, Military",39,8,0,F,0,1,0,1,0,0,0,1,Texas,US,South,12/7/81,Sagittarius,13,Lairo,Orange
Elaine Stott,41,"Rockholds,  KY",Factory Worker,Trades & Manufacturing,39,7,0,F,0,0,0,0,0,0,1,1,Kentucky,US,Midwest,1/13/78,Capricorn,14,Lairo,Orange
Dan Spilo,48,"Los Angeles,  CA",Talent Manager,"Arts, Media, Entertainment",39,6,0,M,0,0,0,0,0,0,0,1,California,US,West,6/28/70,Cancer,15,Vokai,Purple
Janet Carbin,59,"Palm Bay,  FL",Chief Lifeguard,"Sports, Fitness, Recreation",39,5,0,F,0,0,0,0,0,0,0,1,Florida,US,South,6/15/59,Gemini,16,Vokai,Purple
Lauren Beck,28,"Glendale,  CA",Nanny,Childcare/Domestic,39,4,0,F,1,0,0,1,0,0,0,1,California,US,West,11/16/89,Scorpio,17,Vokai,Purple
Noura Salman,36,"North Potomac,  MD",Entrepreneur,"Business, Finance, Administrative",39,3,0,F,0,1,0,1,0,0,0,1,Maryland,US,South,8/23/82,Virgo,18,Vokai,Purple
Dean Kowalski,28,"New York,  NY",Tech Sales,"Advertising, Marketing, Sales",39,2,0,M,0,0,0,0,0,0,0,1,New York,US,Northeast,4/12/90,Aries,19,Lairo,Orange
Tommy Sheehan,26,"Long Beach,  NY",4th Grade Teacher,Education,39,1,1,M,0,0,0,0,0,0,0,1,New York,US,Northeast,10/26/92,Scorpio,20,Vokai,Purple
Amber Mariano,40,"Pensacola,  FL",Director of Marketing & Communications,"Advertising, Marketing, Sales",40,20,0,F,0,0,0,0,0,0,0,3,Florida,US,South,8/11/78,Leo,1,Dakal,Red
Danni Boatwright,43,"Shawnee,  KS",Sideline Chic Owner,"Business, Finance, Administrative",40,19,0,F,0,0,0,0,0,0,0,2,Kansas,US,Midwest,7/13/75,Cancer,2,Sele,Blue
Ethan Zohn,45,"Hillsborough,  NH",Keynote Speaker/Social Entrepreneur,"Arts, Media, Entertainment",40,18,0,M,0,0,0,0,1,0,0,3,New Hampshire,US,Northeast,11/12/73,Scorpio,3,Sele,Blue
Rob Mariano,43,"Pensacola,  FL",Construction Worker,Real Estate & Construction,40,17,0,M,0,0,0,0,0,0,0,5,Florida,US,South,12/25/75,Capricorn,4,Sele,Blue
