contestant_name,age,hometown,profession,num_season,finish,winner,black,asian,latinx,poc,jewish,muslim,lgbt,num_appearance,country,birthdate,num_boot,initial-tribe,"industry_Advertising, Marketing, Sales",industry_Agriculture and Environment,"industry_Arts, Media, Entertainment","industry_Business, Finance, Administrative",industry_Childcare/Domestic,industry_Education,industry_End-of-life Services,industry_Food and Hospitality,industry_Healthcare & Wellness,"industry_Law, Public Safety, Military","industry_Nonprofit, Social Services, Religious","industry_Nonprofit, Social, Religious",industry_Real Estate & Construction,industry_Retail and Consumer Services,"industry_Science, Technology, Engineering, Energy","industry_Sports, Fitness, Recreation",industry_Trades & Manufacturing,industry_Transportation & Logistics,gender_F,gender_M,gender_N,state_Alabama,state_Arizona,state_Arkansas,state_British Columbia,state_California,state_Colorado,state_Connecticut,state_Delaware,state_District of Columbia,state_Florida,state_Georgia,state_Hawaii,state_Idaho,state_Illinois,state_Indiana,state_Iowa,state_Kansas,state_Kentucky,state_Louisiana,state_Maine,state_Maryland,state_Massachusetts,state_Michigan,state_Minnesota,state_Mississippi,state_Missouri,state_Montana,state_Nebraska,state_Nevada,state_New Hampshire,state_New Jersey,state_New York,state_North Carolina,state_Ohio,state_Oklahoma,state_Ontario,state_Oregon,state_Pennsylvania,state_Puerto Rico,state_Quebec,state_Rhode Island,state_Saskatchewan ,state_South Carolina,state_South Dakota,state_Tennessee,state_Texas,state_Utah,state_Vermont,state_Virginia,state_Washington,"state_Washington,  D.C.",state_Wisconsin,state_Wyoming,region_Canada,region_Caribbean,region_Midwest,region_Northeast,region_Pacific,region_South,region_West,astrological_sign_Aquarius,astrological_sign_Aries,astrological_sign_Cancer,astrological_sign_Capricorn,astrological_sign_Gemini,astrological_sign_Leo,astrological_sign_Libra,astrological_sign_Pisces,astrological_sign_Sagittarius,astrological_sign_Scorpio,astrological_sign_Taurus,astrological_sign_Virgo,tribe_color_Black,tribe_color_Blue,tribe_color_Brown,tribe_color_Green,tribe_color_Orange,tribe_color_Pink,tribe_color_Purple,tribe_color_Red,tribe_color_Yellow,industry,gender,state,region,astrological_sign,tribe_color
Kelly Goldsmith,22,"San Diego,  CA",Behavior Analyst,3,9,0,0,0,0,0,0,0,0,1,US,4/27/79,8,Boran,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Healthcare & Wellness,F,California,West,Taurus,Yellow
Brandon Quinton,25,"Dallas,  TX",Bartender,3,8,0,0,0,0,0,0,0,1,1,US,1/22/76,9,Samburu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Food and Hospitality,M,Texas,South,Aquarius,Red
Frank Garrison,43,"Odessa,  NY",Telephone Technician,3,7,0,0,0,0,0,0,0,0,1,US,7/22/58,10,Samburu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Science, Technology, Engineering, Energy",M,New York,Northeast,Cancer,Red
Kim Powers,29,"Conshohocken,  PA",Freelance Marketer,3,6,0,0,0,0,0,0,0,0,1,US,12/3/71,11,Samburu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"Advertising, Marketing, Sales",F,Pennsylvania,Northeast,Sagittarius,Red
Teresa Cooper,42,"Jackson,  GA",Flight Attendant,3,5,0,0,0,0,0,0,0,0,1,US,5/5/59,12,Samburu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Transportation & Logistics,F,Georgia,South,Taurus,Red
Tom Buchanan,46,"Rich Valley,  VA",Goat Farmer,3,4,0,0,0,0,0,0,0,0,1,US,10/30/55,13,Boran,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Agriculture and Environment,M,Virginia,South,Scorpio,Yellow
Lex van den Berghe,38,"Santa Cruz,  CA",Marketing Manager,3,3,0,0,0,0,0,0,0,0,1,US,6/18/63,14,Boran,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Advertising, Marketing, Sales",M,California,West,Gemini,Yellow
Kim Johnson,57,"Oyster Bay,  NY",Retired Teacher,3,2,0,0,0,0,0,0,0,0,1,US,9/18/44,15,Boran,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Education,F,New York,Northeast,Virgo,Yellow
Ethan Zohn,27,"New York,  NY",Professional Soccer Player,3,1,1,0,0,0,0,1,0,0,1,US,11/12/73,16,Boran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Sports, Fitness, Recreation",M,New York,Northeast,Scorpio,Yellow
Peter Harkey,45,"Millis,  MA",Bowling Alley Owner,4,16,0,0,0,0,0,0,0,0,1,US,1/17/56,1,Maraamu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Business, Finance, Administrative",M,Massachusetts,Northeast,Capricorn,Green
Patricia Jackson,49,"Lugoff,  SC",Truck Assembler,4,15,0,0,0,0,0,0,0,0,1,US,4/8/52,2,Maraamu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Transportation & Logistics,F,South Carolina,South,Aries,Green
Hunter Ellis,33,"La Jolla,  CA",Ex-Navy Fighter Pilot,4,14,0,0,0,0,0,0,0,0,1,US,7/5/68,3,Maraamu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Law, Public Safety, Military",M,California,West,Cancer,Green
Sarah Jones,24,"Newport Beach,  CA",Account Manager,4,13,0,0,0,0,0,0,0,0,1,US,8/11/77,4,Maraamu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Business, Finance, Administrative",F,California,West,Leo,Green
Gabriel Cade,23,"Hollywood,  CA",Bartender,4,12,0,0,0,0,0,0,0,0,1,US,7/1/78,5,Rotu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Food and Hospitality,M,California,West,Cancer,Blue
Gina Crews,28,"Gainesville,  FL",Nature Guide,4,11,0,0,0,0,0,0,0,0,1,US,2/7/73,6,Maraamu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Sports, Fitness, Recreation",F,Florida,South,Aquarius,Green
Rob Mariano,26,"Canton,  MA",Construction Worker,4,10,0,0,0,0,0,0,0,0,1,US,12/25/75,7,Maraamu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Real Estate & Construction,M,Massachusetts,Northeast,Capricorn,Green
John Carroll,36,"Omaha,  NE",Nurse,4,9,0,0,0,0,0,0,0,1,1,US,6/14/65,8,Rotu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Healthcare & Wellness,M,Nebraska,Midwest,Gemini,Blue
Zoe Zanidakis,35,"Monhegan Island,  ME",Fishing Boat Captain,4,8,0,0,0,0,0,0,0,0,1,US,3/17/66,9,Rotu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Agriculture and Environment,F,Maine,Northeast,Pisces,Blue
Tammy Leitner,29,"Mesa,  AZ",Crime Reporter,4,7,0,0,0,0,0,0,0,0,1,US,7/3/72,10,Rotu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Arts, Media, Entertainment",F,Arizona,West,Cancer,Blue
Robert DeCanio,38,"College Point,  NY",Limousine Driver,4,6,0,0,0,0,0,0,0,0,1,US,6/19/63,11,Rotu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Transportation & Logistics,M,New York,Northeast,Gemini,Blue
Sean Rector,30,"Los Angeles,  CA",Teacher,4,5,0,1,0,0,1,0,0,0,1,US,8/20/71,12,Maraamu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Education,M,California,West,Leo,Green
Paschal English,57,"Thomaston,  GA",Judge,4,4,0,0,0,0,0,0,0,0,1,US,3/5/45,13,Rotu,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Law, Public Safety, Military",M,Georgia,South,Pisces,Blue
Kathy Vavrick-O'Brien,47,"Burlington,  VT",Real Estate Agent,4,3,0,0,0,0,0,0,0,0,1,US,1/6/55,14,Rotu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Real Estate & Construction,F,Vermont,Northeast,Capricorn,Blue
Neleh Dennis,21,"Layton,  UT",Student,4,2,0,0,0,0,0,0,0,0,1,US,2/19/80,15,Rotu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Education,F,Utah,West,Pisces,Blue
Vecepia Towery,36,"Hayward,  CA",Office Manager,4,1,1,1,0,0,1,0,0,0,1,US,12/9/65,16,Maraamu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Business, Finance, Administrative",F,California,West,Sagittarius,Green
John Raymond,40,"Slidell,  LA",Pastor,5,16,0,0,0,0,0,0,0,0,1,US,2/21/62,1,Chuay Gahn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Nonprofit, Social, Religious",M,Louisiana,South,Pisces,Orange
Tanya Vance,27,"Kingsport,  TN",Social Worker,5,15,0,0,0,0,0,0,0,0,1,US,11/29/74,2,Chuay Gahn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"Nonprofit, Social, Religious",F,Tennessee,South,Sagittarius,Orange
Jed Hildebrand,25,"Dallas,  TX",Dental Student,5,14,0,0,0,0,0,0,0,0,1,US,12/5/76,3,Sook Jai,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Education,M,Texas,South,Sagittarius,Purple
Ghandia Johnson,33,"Denver,  CO",Legal Secretary,5,13,0,1,0,0,1,0,0,0,1,US,1/3/69,4,Chuay Gahn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Business, Finance, Administrative",F,Colorado,West,Capricorn,Orange
Stephanie Dill,29,"Fayetteville,  AR",Firefighter,5,12,0,0,0,0,0,0,0,0,1,US,11/15/72,5,Sook Jai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Law, Public Safety, Military",F,Arkansas,South,Scorpio,Purple
Robb Zbacnik,23,"Scottsdale,  AZ",Bartender,5,11,0,0,0,0,0,0,0,0,1,US,9/12/78,6,Sook Jai,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Food and Hospitality,M,Arizona,West,Virgo,Purple
Shii Ann Huang,28,"New York,  NY",Executive Recruiter,5,10,0,0,1,0,1,0,0,0,1,US,1/24/74,7,Sook Jai,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Business, Finance, Administrative",F,New York,Northeast,Aquarius,Purple
Erin Collins,26,"Austin,  TX",Real Estate Agent,5,9,0,0,0,0,0,0,0,0,1,US,1/7/76,8,Sook Jai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Real Estate & Construction,F,Texas,South,Capricorn,Purple
Ken Stafford,30,"Brooklyn,  NY",Police Officer,5,8,0,0,0,0,0,0,0,0,1,US,6/20/72,9,Sook Jai,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Law, Public Safety, Military",M,New York,Northeast,Gemini,Purple
Penny Ramsey,27,"Plano,  TX",Pharmaceutical Saleswoman,5,7,0,0,0,0,0,0,0,0,1,US,4/24/75,10,Sook Jai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Advertising, Marketing, Sales",F,Texas,South,Taurus,Purple
Jake Billingsley,61,"McKinney,  TX",Land Broker,5,6,0,0,0,0,0,0,0,0,1,US,8/21/41,11,Sook Jai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Real Estate & Construction,M,Texas,South,Leo,Purple
"Ted Rogers, Jr.",37,"Durham,  NC",Software Developer,5,5,0,1,0,0,1,0,0,0,1,US,12/28/64,12,Chuay Gahn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Science, Technology, Engineering, Energy",M,North Carolina,South,Capricorn,Orange
Helen Glover,47,"Middletown,  RI",Navy Swim Instructor,5,4,0,0,0,0,0,0,0,0,1,US,4/28/55,13,Chuay Gahn,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Law, Public Safety, Military",F,Rhode Island,Northeast,Taurus,Orange
Jan Gentry,53,"Tampa,  FL",Teacher,5,3,0,0,0,0,0,0,0,0,1,US,10/31/48,14,Chuay Gahn,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Education,F,Florida,South,Scorpio,Orange
Clay Jordan,46,"Monroe,  LA",Restaurant Owner,5,2,0,0,0,0,0,0,0,0,1,US,12/30/55,15,Chuay Gahn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Food and Hospitality,M,Louisiana,South,Capricorn,Orange
Brian Heidik,34,"Quartz Hill,  CA",Used Car Salesman,5,1,1,0,0,0,0,0,0,0,1,US,3/9/68,16,Chuay Gahn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Advertising, Marketing, Sales",M,California,West,Pisces,Orange
Ryan Aiken,23,"Ellicott City,  MD",Model,6,16,0,0,0,0,0,0,0,0,1,US,2/13/79,1,Tambaqui,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Arts, Media, Entertainment",M,Maryland,South,Aquarius,Blue
Janet Koth,47,"Manchester,  MO",Homemaker,6,15,0,0,0,0,0,0,0,0,1,US,11/18/55,2,Jaburu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Childcare/Domestic,F,Missouri,Midwest,Scorpio,Yellow
